name,total_m,segments_count,street_count
Silvestra Nemčeka,515.3423619221261,2,1
Pesecká,515.3134114033295,1,1
Nižné Brehy,515.1561805933565,1,1
Pri Turci,514.9993699612421,1,1
Szigeti út,514.9397191460075,1,1
Hrádza Domaša,514.7764484439352,3,1
Tri vody VI,514.6649444448269,4,1
Pod Lachovcom,514.532935038912,2,1
Senný trh,514.3684321523774,7,3
Jána Mikuštiaka,514.3363038876905,4,1
Pekelná,514.2978151998104,3,1
Ľubovnianska,514.2811937697677,2,2
Bednárova,514.2030954757562,1,1
Čapáš,513.9660000573305,2,2
Hybešova,513.8515505172792,3,1
J. Mazúra,513.7374804421304,3,1
Banícka štvrť,513.6530744583642,2,1
M. Pišúta,513.5291418613203,5,1
Sabová,513.2240390344651,3,1
Pri hájovni,513.0084173428816,1,1
Medzimlynská,512.9353329686267,3,1
Námestie sv. Imricha,512.9222203568316,5,1
Na Hanišovú,512.7447037144389,3,1
Vágašská,512.7093267965607,2,1
Korundová,512.7071245417558,2,1
Gogolova,512.5753169013162,2,1
Beladická,512.5204330130798,1,1
Lieskovska,512.499569216464,2,2
Dolnokorunská,512.3862561997374,2,1
Svätého Urbána,512.3054241842052,1,1
K Medokýšu,512.1577811685237,2,1
Ducovská,512.0244462582172,2,1
Honvéd út,511.88298116193255,1,1
Kamenická,511.6779701475649,2,2
Svébska,511.53275138300916,2,1
Hudobná,511.4528834086199,8,2
Katova,511.1562024299677,3,1
Dolná záhradná,511.10701669690445,1,1
Hadriána Radvániho,510.9540999424492,3,1
Teslácka,510.91650429957963,2,1
G. Schoellera,510.84716628133765,3,1
Pála Pathóa,510.46924524590463,1,1
Pizondor,510.0017843571764,2,1
Žerotínova bašta,509.97019120957907,5,1
Dr. P. Adámiho,509.918763321297,2,1
Na Krčoch,509.8559089296996,2,1
Za zbrojnicou,509.77853480469867,1,1
Veľký rad,509.7379206526865,2,1
Luhyňská,509.69972719639713,2,1
Glejárska,509.5807304214459,4,1
Nové záhrady V,509.5549974396855,3,1
Kašmírska,509.5221436726583,5,1
Horovova,509.2475798677216,1,1
Ráztocká,509.13427294457574,4,1
K modrej hore,509.0641679566286,3,1
Za Tonkov,509.05416062149055,5,1
Jozefa Nemca,508.91504348625574,2,1
Nábrežie Jána Pavla II.,508.8615690337293,2,1
Nedbalova,508.6260452163428,6,2
J. Aranya,508.5714115158339,2,1
Zlatnicová I.,508.4575835352406,2,1
Prejta,508.21049183854655,1,1
Za Ohradami,507.9633841928546,1,1
Na Jazero,507.8246420915924,4,1
Dolný Urban,507.5980224924667,3,1
Štubnianska,507.55642138782883,1,1
Na Lieskovčíku,507.5099532237318,4,1
Čilistovská,507.405231442168,10,1
Mateja Korvína,507.3618448557532,1,1
Récka,507.2232269099341,1,1
Jánosa Esterházyho,507.21283582246565,1,1
Somosi út,506.95077279017426,9,1
Do záhrad,506.92743301673016,2,1
Akademika Hronca,506.8804931343366,1,1
Funduše,506.80838492916854,1,1
Jána Dopjeru,506.7988304439407,3,2
Jozefa Adamca,506.763842014742,6,1
Dolnopotočná,506.7297989620489,5,2
Mraznická,506.7225053075475,3,1
Počekanec,506.7174265532778,4,1
Radnótiho,506.5012611644197,1,1
Jozefa Lacu,506.3250178111181,6,1
Belehradská,506.17379559275633,3,2
Kamenice,506.16225421781724,3,1
A. Behunka,506.071246488139,1,1
Grúň I,506.07032694901307,3,1
Györgya Nárayho,505.9853959716419,3,1
Martina Lányiho,505.94242790357526,5,1
Tunel Lučivná,505.81202715507743,2,1
Ibrányiho,505.6789023904979,2,1
Mons. Vagnera,505.6229114477662,2,1
Tálová,505.5798862986803,1,1
Eduarda Wenzla,505.54647001557987,5,1
Dneperská,505.4329848961555,5,2
Filipínska,505.3417838283239,1,1
19. marca,505.2998389480903,5,1
Malokýrska,505.21269152120567,4,1
Slowackého,505.07266574965723,7,1
Piritovská alej,505.05941325158994,9,1
Odumarky,504.9092763573701,1,1
Dolný val,504.84721177498164,5,1
Pri pastierni,504.7526315258273,3,1
Dr. Goldbergera,504.7152820018794,1,1
Pod oborou,504.699497442577,2,2
Dubenec,504.68965161580206,1,1
Za Potokom,504.65790670603593,3,1
Za tabuľami,504.56338400581916,1,1
Klokočinská,504.5399102002391,3,1
Orechov dvor,504.4684563760245,1,1
Kotlištská,504.3073034702421,5,1
Na Hrúšťov,504.3069923417981,2,1
Cesta k železničnej trati,504.2372649711299,1,1
Dolný dvor,504.0804471004044,2,2
Poddielová,503.70353597551156,2,1
Tomislava P. Kolakoviča,503.5855169611382,12,1
Horná záhradná,503.5852587025385,1,1
Oskara Bergera,503.34436658486777,1,1
Pod násypom,503.2999504454865,7,1
Saliby,503.2535110595711,3,1
Padinská,503.2451348378611,4,1
Kaplanova,503.2065073966307,1,1
Prochotská,503.16723752951987,3,1
P. Rádayho,503.0315279191526,5,1
Lapošská,502.9086797709662,2,1
Námestie mládeže,502.8549791457026,5,2
K. Nagya,502.77796542767214,2,1
Molecova,502.62464144782894,9,1
Kniežaťa Pribinu,502.50923205546815,9,1
Kozare,502.461782000343,3,1
Kapitána Jána Nálepku,502.45079171590936,1,1
Hrádze,502.397599014449,1,1
Svätého Jakuba,502.3853762144504,1,1
Vila-Real,502.1807590376684,3,1
Na humnisku,502.14457255055663,2,1
Náklo,502.0766215924066,3,1
Most Rieka,502.00995013818203,2,1
Na rybníku,501.99673563819323,1,1
Hodvábna,501.9746771563812,2,2
Drevenice,501.8178013161041,4,1
Stará cesta 557,501.611016226283,6,2
Gymnaziálna,501.54039100326963,6,1
Na Štepnici,501.50142624169575,3,2
Suché,501.4907233356305,1,1
Mihálya Marczella,501.45039082581263,1,1
Dammstraße,501.44307675140857,1,1
Štefana Onderča,501.3308458412455,1,1
Šoltésova,501.14618092402793,3,1
Tri vody II,500.78435215585034,1,1
Škorčia,500.6282859984486,1,1
Benkový háj,500.5859773509806,3,1
Lediny,500.19285920584855,2,1
Nové záhrady I,499.8016217643685,3,1
Štvrť svätého Jána,499.663346175599,4,1
Potvorická,499.37904153657877,3,1
Pri dvore,499.2510391135549,4,1
Švédska,499.192858760514,2,1
DH,499.027623602788,2,1
J. Barča-Ivana,498.672264673164,3,2
Kulíškova,498.6087398761214,4,1
Sušiny,498.4649230066723,6,1
Nad Uhliny,498.4181649212754,1,1
Mayerova,498.3146947737854,5,1
Klopky,498.13367524208496,1,1
Ku kaplnke,498.04081132398363,2,2
Flámska,498.0299192113596,1,1
Františka Lipku,497.9323192197757,1,1
Melónový rad,497.90615615717104,1,1
Urminská,497.90201110744636,2,1
Americké námestie,497.8970390140128,8,1
Malobošianska,497.70866962950066,1,1
Vojtasová,497.6638168171306,1,1
Jozefa Kovátsa,497.57548637916983,1,1
Macharova,497.42958223019997,5,1
Akácos utca,497.4010475807537,2,1
Benadova,497.37851039868025,1,1
Lúčová,497.35057189962663,2,1
Medická,497.2815880637892,2,2
Valaškovská,497.26487600985627,2,1
Kosúthova,497.1398272531694,1,1
Somoskői út,497.1211631903504,2,1
Buzalkova,497.0774929226363,1,1
Námestie Š. M. Daxnera,496.90650484694,11,1
Na Šefranici,496.8390384204933,3,1
Obrcianova,496.7778326692086,4,1
Vyšné Záhumnie,496.58394657939164,1,1
Ustianska,496.5066128321678,1,1
Príkra,496.2731635401569,2,2
starý kopanec,496.09845976434787,4,3
Köblöšská,496.01318296713714,2,1
Ferdinanda Gabaja,495.4274686775334,1,1
Pri Vadaši,494.98089761652477,3,1
Vištucká,494.9713566334504,3,1
Korzo,494.8781641703501,2,1
H. Meličkovej,494.808628273218,3,2
Cecílie Tomašovskej,494.7852013386331,1,1
Konopnice,494.70617513219247,2,2
Hámad,494.68967406182514,2,1
Olympijská,494.64797073769955,7,1
Galambošská cesta,494.46061888406524,1,1
Pri Kadúbku,494.368209761726,2,1
lesná cesta,494.1649664392758,1,1
Pod hrebeňom,494.0982910854401,4,1
Suchý potok,493.99328710876546,2,1
Na Rybníkoch,493.87046779493994,1,1
Zábrehy,493.8469468834343,5,2
Hrubé lúky,493.79906856917484,1,1
Hroboňova,493.78082652753505,5,1
Dubinky,493.6450058570674,1,1
Kondrótova,493.51940626215395,1,1
Ligurčeková,493.5102509695379,2,2
Cesta SNP,493.4597103119756,2,1
Smržová,493.310916245405,2,1
Na Dráhach,493.26747559022743,5,1
Dolná ružová,492.83489230148496,8,1
Domická,492.76447018200827,4,1
Jabĺčková,492.5738528610831,1,1
V Jertáši,492.5556008274184,2,1
Majstra sveta,492.4259806826139,2,1
Dolnopeterská,492.27552951414356,2,1
Malachitová,492.25784747464957,4,2
Š. Králika,492.05388913790864,4,1
Polereckého,492.02264885949114,3,1
A. I. Dobrianskeho,491.89567095439736,1,1
Matušincova,491.82892476702426,2,1
Klimovské,491.7274662853171,3,1
Hunyadi utca,491.4427461149027,2,1
Čeladická,491.38335575246526,3,1
Ladislava Šefca,491.28452565895884,1,1
Wesselényi utca,491.15888843564545,3,1
Strakovo,491.0990110441874,1,1
Na Homôlke,491.0147974234435,3,1
Pohraničná,490.99693822210384,5,1
Mestská pustatina,490.93381895592705,1,1
Sv. Floriána,490.7771872155796,3,2
Betlehém,490.77323132631375,3,1
Sklepárska,490.7037441678817,1,1
Orešie,490.5081256479771,1,1
Beňadikova,490.35754808877726,1,1
Izbická,490.28487838577064,2,1
Ozorovská nová,490.26610067579765,1,1
Listová,490.2639335072817,2,2
Rozvoj,490.2531486078688,4,1
K Horanskej studni,490.0808642112582,4,1
Na Dolnej strane,490.0468812109343,1,1
Ku Magašu,490.0281285745773,5,1
Európska,489.8333549878002,4,1
Pod Baránkom,489.8254178266471,1,1
Panelová,489.81008020376214,3,2
Važina,489.7909629999343,3,1
Talihov dvor,489.6929190027007,4,1
Skladanová,489.6633036251702,1,1
Dobrienková,489.59597154993696,3,1
Za záhradou,489.58962523612115,2,1
Hrnčiarka,489.5345364333894,1,1
Rehúce,489.4451327136751,3,1
Nábrežie Milana Rastislava Štefánika,489.2259036823645,3,1
Nitrianske nábrežie,489.1359362640717,5,1
Michala Hlaváčka,489.1096459561442,2,1
M. Hricku,488.9618894190903,7,1
A. Lišku,488.90756445298587,4,1
Kapusnica,488.81860697806803,1,1
J. Červeňa,488.7432812728067,2,1
Proletárska III,488.7355432030961,1,1
Rozálska,488.61678720087286,3,2
Pustý Hrad,488.44547752925905,2,1
Jána Kovalíka,488.2577684076186,2,1
Slovenského nár. povstania,488.2235313694248,5,1
Jókai út,488.14059185264796,1,1
Pri Kamianke,488.07580814312524,2,1
Hladký majer,488.00383906479544,1,1
Pri Brodku,487.96221916246867,6,1
Am Damm,487.9229363832642,3,1
Železiarska,487.91737699964744,2,1
Maršalkov grúň,487.7450730245334,2,1
Na Panšule,487.72128466249086,7,1
Jamová,487.65473363085727,2,1
M. Čulena,487.51842420713473,3,1
Fučíkove sady,487.5122600300539,2,1
Zvoničné námestie,487.4873202368117,8,1
Na Vartičke,487.47682326993475,1,1
Dlhomíra Poľského,487.46853809686,10,1
Pieskovcová,487.27766717833003,1,1
Bocskai István utca,487.13468413585565,1,1
Austrálska trieda,487.13210758006386,2,1
Horgos,486.7067295670516,4,1
Jána Zaklukala,486.6598784914397,1,1
Na Janáčke,486.44416653517874,1,1
Dobránska,486.4310394495674,2,1
Ipolysági utca,486.3514048756457,2,1
Lipovecká,486.2546071147123,1,1
Budmerická,486.18735498130735,3,1
Meštianska,485.9552542685461,3,2
Dolné grunty,485.76362003942415,1,1
JRD,485.725401132919,2,1
Jarmočné námestie,485.6852313699896,2,1
D. Kovalovského,485.6833830959589,1,1
RZ4 Enduro 2020,485.62266714231873,1,1
Oty Plávkovej,485.6042830063041,7,1
Lužianska,485.4298399410362,2,2
Malonecpalská,485.4043204516663,3,1
Židlovo,485.15282335363736,3,1
Na Tehelňu,485.0340692918005,5,2
Hrdličkova,485.017046645121,2,1
Námestie V. Dunajského,484.8881187018355,8,1
Záborská alej,484.88367559963774,4,1
Jágerská,484.86017757663535,2,2
Na Rožku,484.6635085033155,1,1
Köztársaság utca,484.5609793975227,1,1
Na Bikoši,484.48316150004433,2,1
Horná Skotňa,484.29903078781405,4,1
Ľudovíta Čuláka,484.2154706358335,2,1
Bánomská,484.06193768655424,1,1
Thury tanösvény,483.86808492183496,1,1
Pri Klanečnici,483.8186813798126,2,1
Betlehem,483.6499734046304,3,1
Hóštár,483.5715402931044,1,1
Most Kunovec,483.24626143695775,2,1
Zámček,483.17732422403117,2,1
Janov dvor,482.9080880463526,1,1
Sychrov,482.725879471374,2,1
Prenosilova,482.6641379496571,1,1
Šikándria,482.62471908324653,2,1
Nová Pezinská,482.6161174280583,2,1
Iskola út,482.5707572229978,2,1
Alžbetinská,482.4351169014353,4,1
Malá krivá,482.41521496155497,3,1
Majer Zsivaly,482.2406178366623,1,1
Most pre peších a cyklistov Dobrohošť – Dunakiliti / Doborgaz – Dunakiliti gyalogos- és kerékpáros híd,482.2053134350783,1,1
Ovčiarska,482.1705771977299,2,2
Karola Adlera,481.9019001334095,3,1
Červeňova,481.8242398834732,1,1
Zlatohríbová,481.75817323501707,3,1
Flóra,481.73297138016665,1,1
Imricha Haassa,481.67232203025037,3,1
Bernolákov rad,481.592252960352,2,1
Čsl. brigády,481.52025895574644,1,1
Sama Czabána,481.33455654588147,3,1
Jelačičova,481.32469661852105,9,1
Na chotári,481.3176845288407,1,1
Zemiansky rad,481.26454887396153,2,1
Košikárska,481.191602567727,2,2
Tri vody V,481.12016098484276,4,1
Veteránska,481.00771294707,2,1
Akad. Pavlova,480.8875694137831,4,2
Vyšný hámor,480.8649811019592,5,1
Michalská bašta,480.64225575837224,4,1
Za Soľnou,480.6359923964289,3,1
Pod Dielce,480.61161263406655,3,1
Na Hlinku,480.44717259383555,1,1
Domoňa,480.28712079133845,1,1
A. Gwerkovej,480.26832524257657,2,1
Vőlgyiho,480.2237470649801,3,1
Mikulášska,480.0915393173333,4,2
Ku ihrisku,480.0904525625139,3,3
Juraja Dózsu,480.0047616851558,1,1
starý lesný chodník,479.93166647923675,1,1
V. Nejedlého,479.9077060145451,4,1
J. Feketeházyho,479.78085675493764,3,1
Záhradnícka cesta,479.6584938022844,2,1
Rostovská,479.6168521177642,2,1
Eleny Lackovej,479.3541266369326,4,2
Rozvágyska,479.35404978444564,1,1
Česko Slovenskej Armády,479.2482404477336,2,1
Dlhé diely III,478.8489961842449,2,1
Oružlina,478.7655911332795,4,1
Horný Balkán,478.2404447140694,2,1
K Železnej studienke,478.2191505734759,5,1
Grínava,478.11836780038163,1,1
Košarišťanova,477.89649005367534,1,1
Krtíšska cesta,477.6846898972821,2,1
Pavlov dvor,477.6441731832204,3,1
Holotka,477.61476060527986,1,1
Rajčurská,477.59385417329355,1,1
Na Ortášoch,477.59332600927735,1,1
Chaloupky,477.54611189352994,3,1
Odborov,477.5198548562445,1,1
Murínka,477.47522279232356,4,1
Námestie Jozefa Emanuela,477.4185121786865,6,1
Erečská cesta,477.26234410683253,1,1
Dolný Chríb,476.82791662260763,1,1
Poroninská,476.7939598607837,3,1
Do hája,476.7733947754907,2,1
Horná jablčná,476.52562026804185,2,1
Žabokrecká,476.48333121112086,1,1
Balatónska,476.4802078248596,2,1
Dibákovo,476.4335568390376,5,1
Zhorínska,476.4173728536799,2,1
Temesvár utca,476.02668156121285,1,1
Pinárska,475.97541331714234,1,1
Vrútocká cesta,475.97260089643447,2,1
Popradské nábrežie,475.8722553093867,2,1
Panciere,475.8433711233207,1,1
Pod Oblazom,475.6510965104547,1,1
Poľna cesta,475.6251981791434,1,1
Tymiánová,475.6099118071968,4,2
I. Széchényiho,475.4087378494089,1,1
Príhlavná,475.351226164995,1,1
Juhoslovanská,475.0242509529357,4,1
Ohradná,475.00339203418537,2,2
Justičná,474.84458285636083,6,2
Cesta stará,474.83539553673376,1,1
Zemianska stráň,474.60719489240165,5,1
Bielidla,474.4854767287654,3,1
Somoskői kőszállító vasút,474.33990090179725,1,1
Za Teplicou,474.25068128459264,3,1
Potočná cesta,474.2068708710127,2,2
Pri splave,474.16136253967846,1,1
Mitošiny,474.04067421958894,3,1
Nový Rad,474.0394196977925,1,1
Svrčkova,474.03162639926063,4,1
Zbezianska,473.901746672742,1,1
Mirkovce,473.86857295397436,1,1
Pialská,473.6131971023355,1,1
Dominika Tatarku,473.3017934458402,3,2
Lanškrounská,473.10437557364105,2,1
Jedličková,473.09247407695915,1,1
Vonkajší Červený breh,473.0681488168216,4,2
Pod brehmi,473.0502724118634,6,2
Topoľová cesta,472.9002339221787,1,1
Pod Paradajzom,472.86411453827,2,1
Chotínska,472.66515926029734,1,1
K diaľnici,472.65587103335696,2,1
Kajerka,472.57971186040083,4,1
Záhradkárska osada Prútovisko,472.55137445775983,4,1
Špringerova,472.51392015517933,3,1
Bakošova,471.8738029408726,2,1
Jókelova záhrada,471.8713761299357,2,1
Mochovská cesta,471.866444480688,2,1
Lanov jarok,471.8046740137431,2,1
Jána Pivarníka,471.5195781771575,1,1
Falošný Ereč,471.47893542750285,3,1
Malé Pálenisko III,471.3996548935744,3,1
Pavlovská,471.3006615253027,2,2
Cesta na Hohenau,471.2891143970923,2,1
Stoličná,471.258895758392,4,1
Za Váhom,471.2464162867951,3,1
Pyritová,471.12125326255983,4,1
Pod Smrekovom,471.0706286919034,3,1
Dolečková,471.03646951444034,2,1
Lastovská,470.9056390790901,1,1
Rybníčková,470.8480299707345,2,1
Pri hliníku,470.7630549382039,1,1
Bottyán János utca,470.7509859144185,4,1
Poľovníkov,470.7247936800967,3,1
Teplá izba,470.51005191782326,1,1
Látečkovej,470.2734408379822,1,1
Šamborská,470.2683856910454,1,1
Izidora Žiaka,470.25575600704997,1,1
Bystrého,470.19776278794285,5,1
Ondreja Štefanka,470.1670388557373,1,1
J. Hertela,470.1033519147315,6,1
Placová,470.05741494129774,3,1
Jána Bežu,470.04270097377594,2,1
Čipkeš,469.9500796031897,2,1
Šenkárovská,469.8191917307831,1,1
Zyblikiewicza,469.728931886279,1,1
Na Skotňu,469.66379221535266,1,1
Vojnická,469.4574701771805,1,1
Friesenhofova,469.0831269458118,1,1
Mestská Bôrová,468.94801707501927,5,1
Pri lesostepi,468.8367365670106,1,1
Za Valy,468.660167925577,4,1
Neronetová,468.649697750709,4,1
Fidlikova,468.5719536260034,1,1
Kilian štôlňa,468.4927689939439,1,1
Monostori híd,468.4544906266155,2,1
Rádiová,468.40032058934923,5,1
Brathovský rad,468.29860152302143,1,1
Haličská,468.1291564621333,1,1
Pavúčí vrch,468.009957543289,3,2
Rádek,467.9591304023401,4,1
Pri Bielej Orave,467.85233749329376,3,1
Bocskaiho rad,467.8390105797587,4,1
Jozefa Dobranského,467.7807902024015,1,1
Vozárova,467.7259533247169,2,1
Cejkovská,467.54912431027174,4,1
Nezabudova,467.21644086824085,1,1
Na Tobolky,466.9848196391727,1,1
Zlaté pole,466.9378771469733,5,1
M. Ilovského,466.8179013871075,1,1
Hraničiarov,466.4881302282785,1,1
Kaštieľsky rad,466.4710778225271,1,1
Malomlynská,466.4030719356726,1,1
Pavlovičova,466.3277865147222,2,2
Ollarekova,466.3263620314002,4,1
Reisinger,466.24592251734043,2,1
Za Tehelňou,465.83060584146523,3,1
Káčerovská,465.8113947364223,1,1
Pod trnkami,465.8070048137715,1,1
K lesu,465.7902146541579,2,1
Cesta sv. Ladislava,465.7527493204946,1,1
Alej Antona Kissa,465.7260330783661,1,1
Dielce,465.27621429679846,4,1
Istvána Bocskaiho,465.2340073623815,2,1
Rudolfa Súľovského,465.2080989918594,2,1
Cyrila Talapku,465.1532906977161,1,1
Pod sekvojou,465.1097257446474,1,1
Pod Belíkovom,464.83451951199527,2,1
вулиця Міклоша Зелеі,464.73066989497147,1,1
Orava,464.6800600776201,1,1
Daniela Šlachtu,464.6669869510068,2,1
Legerského,464.60019806094215,4,1
Hany Zelinovej,464.5466818944549,3,2
D. Kužela,464.39677641268594,2,1
Kulonki-Czadeczka,464.37879937723136,1,1
Farské pole,464.1876058551821,1,1
Andreja Pavču,464.1721701784888,2,1
Prvého slovenského gymnázia,463.954345336028,1,1
Vlčia,463.7347014185168,4,1
Bláhova,463.4959766852464,1,1
Pri Vermeku,463.42536164954714,2,1
Sádová,463.30062592993147,1,1
Ctibora Krčmára,463.26891987486135,1,1
Nová ves,463.21485080548047,1,1
Ľ. Ivana,463.19171255337795,1,1
Pod Dvorom,463.05567356508067,1,1
Kosihská,463.0158068715127,2,2
Tunel Grúň 1,463.0004951355282,2,1
Škôlská,462.9420995244045,1,1
Zámoyského,462.75075696191516,3,1
Šimkova,462.6968118464373,1,1
вулиця Миколи Бандусяка,462.5913124605356,1,1
Talianska,462.54706574414126,3,1
Richarda Vandru,462.5377055358423,2,1
Nad studňou,462.46916915948657,2,1
Cirkevná,462.43762536598297,2,2
Cinkot stredný,462.09406410200353,1,1
Pažitská,462.00999737039535,2,2
Ivana Kadlečíka,461.86382890110167,4,1
Veľká Nemecká,461.67028892188523,5,1
M. Bodického,461.5618704943977,2,1
Pod Sninským kameňom,461.3633323909442,4,1
Viničná horná,461.34961324162566,2,1
Hradišská,461.1957227258691,4,2
Stehličia,461.14563164608927,1,1
Hrabina,461.0419993853835,1,1
Dr. Martina Sokola,460.7866033701407,3,1
Kalajová,460.6469487643325,2,1
Námestie Svätej Trojice,460.5291707109776,13,1
Ločkonská,460.45760323100654,2,1
Láncová,460.37277254482296,1,1
F. Hlavičku,460.1681423961512,1,1
Ábelova,460.0102530548267,3,1
Slobodné,459.9869745609484,1,1
Rolová,459.9431805644799,3,1
Mestský park,459.8582754955527,7,3
Kuchynská,459.7836185587123,5,1
Ku prístavu,459.76095095434306,1,1
Šustová,459.7153221032513,2,1
Sekanica,459.50557017123634,1,1
Ihličnatá,459.470334112876,2,1
Berek horný,459.4354813268945,1,1
Františkánske námestie,459.2816615495299,12,3
Orechový háj,459.1165154191632,4,1
Breznianska,459.1087107700452,1,1
Nová Rožňavská,459.03514607187566,1,1
