name,total_m,segments_count
Pod slivkou,196.84490137481873,3
Harčarova,196.83839910600864,1
Za hradbami,196.79273283477585,1
Facková,196.71215676871213,2
Ármina Kornfelda,196.69872904027966,2
Schillerova,196.68394792945958,1
Cablkova,196.52533041989028,2
L. Frimmela,196.51332185014604,1
Malá stana,196.44335020467156,4
Pri moste,196.38103525043374,1
Do Vaľov,196.27740959708453,3
Jalovec,196.2709508481244,1
Tenisová,196.11322531808094,2
I. Kultsára,196.10226500662128,1
M. Hodžu,195.94785168287135,1
Pod lipou,195.89211918835713,1
Lisztgasse 3. Gasse,195.83601475281483,1
Pri studienke,195.83345912986775,1
Dedinský rad,195.8245253607478,1
Vosková,195.76702971732766,3
Lednická,195.75333209539758,1
J. Dudu,195.74347594327335,3
Nezábudkova,195.57311121721125,1
Széchenyiho,195.53373538463796,4
Pri Peci,195.51125174931417,1
Metloviska,195.46581184424497,1
Jozefa Hanku,195.40931000480742,1
Dudkovská,195.3173064403231,1
Ohradská cesta,195.22608172240098,3
Sv. Vendelína,195.06536255535823,1
Slaná,195.01656958637207,2
Pri Jamničku,194.97782551359455,1
Nevská,194.92469850752198,2
Okánikova,194.9077317708576,2
Meškova,194.89416804407853,1
Mlynský roh,194.77888854180537,5
Družstevníkov,194.68013978442818,3
Thaly Kálmán utca,194.60933048741177,3
R. Dúbravca,194.59035389630785,1
Gyula Rudnayho,194.41425892224018,4
Kollárová,194.40721799654534,1
Lupkovská,194.15240140852575,1
Na riadkoch,194.13150705328414,1
Sihoťská,194.12320737257016,1
D. Kubíka,194.11367228840137,3
Na Rovniach,194.03234273958498,1
Vojtasova,194.0089870593728,1
J. B. Magina,193.93384857287788,2
Na Ostrove,193.9300745350999,1
Prieloh,193.87206800323165,1
Klzová,193.82250570426288,2
Kadavého,193.78718461508097,1
Do Kutiny,193.75715313050105,1
Dekréta Matejovie,193.72016821835714,1
Pri vodojeme,193.6885906563914,1
Szabó Lőrinc utca,193.45394250877519,1
Klinok,193.43966454659005,1
Huta cesta,193.35128398915552,1
Alfonza Šilhára,193.33974627424482,3
Nakádka,193.3033443810496,3
Štefana Čulena,193.1550011223369,1
Lieskovská,193.0530126101189,2
Kočárska,193.0451354461734,1
Jonatánová,192.9072406134007,2
Horný Irtáš,192.8835284184004,1
Jozefa Škultétyho,192.81460821814616,1
Sestier Chúťkových,192.8074644043585,1
Kąty,192.76305945078005,1
Na paši,192.76281493961022,3
Kurcz,192.68172212775153,1
Pastovník,192.68144241450523,1
Na rádku,192.6508373714838,1
Ľudovíta Vaníčka,192.5909854042447,1
Mikuláša Gerbu,192.54235705537775,1
Ambra Pietra,192.12637207696827,1
Šimona Jurovského,192.1147589188386,1
Ľud. Kukorelliho,192.02730959430767,1
Gen. Sázavského,192.02007220949247,1
Pri polícii,191.99531933549858,1
Pod Jesenským vŕškom,191.8886613958428,2
Hraškuľa,191.87900784983867,1
Pevnostný rad,191.76955914161633,3
Šinkovské,191.70398722084104,1
Štefunkova,191.6014345987053,1
Rovnosti,191.5557562022924,1
Bakalárska,191.4394927534829,2
Rastická,191.41686975692224,1
Štefana Kováča,191.41534868256457,2
Ždiar,191.41440856787182,1
Pankúchova,191.37807258513251,1
Za Dielom,191.32856436692504,1
Imricha Madácha,191.31448413788485,1
Kuhnova,191.2939658705198,1
P. Nurmiho,191.0917939777634,1
MUDr. Jána Straku,191.08251531699713,3
Rácova,191.08032615657567,1
Malé trávniky,190.93332233492998,1
Bayerova,190.7787451568297,1
Rosinského,190.64950713295215,2
Kovačická,190.49568822709278,2
Pri Prameni,190.45036497281254,3
Odpočívadlo Voznica,190.38345523014502,1
Iľjušinova,190.33572479648777,1
Agátový Rad,190.20735900895113,4
Na vyhni,190.1913080444637,1
Haselweg,190.12620456755184,1
Mlynica,189.99562715698056,2
Michala Bónu,189.96811408352727,2
Michalska,189.94627837150776,1
Pri colnici,189.93380631317632,2
Septimiova,189.86402817244223,2
Trstená,189.70911883415312,1
Na Úboč,189.701298776492,1
Š. B. Romana,189.69273690380933,1
Ústianska,189.63952983683663,1
Rimay János utca,189.5872484951112,3
Štefana Majera,189.5861098956732,2
A. Štefanku,189.50628096023888,1
Bocskai utca,189.48067662002626,1
Dr. I. Markoviča,189.41024249425965,1
Križkova,189.3601523275906,5
Pri Bodve,189.32006239621688,1
Pod Bokšínom,189.21184564837301,2
Dechtárska,189.20320054627803,1
Podhorie,189.19830530265497,4
Dvor Terezov,189.19219939336682,2
Zs. Móricza,189.19178648312126,1
Á. S. Aszáda,189.12832865130628,1
Záveterná,189.08779567932038,1
Martina Braxatorisa,189.06504434061554,1
Hôrna,189.02863805032584,1
Výria,188.77223479467455,1
Jána Bakoša,188.71221548737103,2
Ďorocká,188.67132578864533,1
Váhostav,188.51864481953967,1
Pri Striebornom jazere,188.44241542734187,1
Bartoškova,188.20719732380016,1
Pri Hornej Skalke,188.1451032083943,2
Alojza Mrázika,188.11807285708124,1
Šikesova,188.07828730778755,1
Podlučinského,188.06969333482564,6
Greguše sady,188.05513254801244,1
Námestie Š. Tutokyho,188.02125974583637,4
Niže dediny,187.98007099350218,1
Námestie Jána Tomka,187.92861480791345,4
Pod Mlynom,187.88698143282184,1
Šámot,187.71990013992175,1
Parkovisko HOTEL Magnus,187.684101420322,1
Kikötő utca,187.62327442154168,1
Erik,187.62270743734925,1
Na jazerách,187.47621049882682,1
László Mécsa,187.46521701320734,1
Magdalénska,187.3344150152166,1
Bircová,187.103115726638,1
Leánska,186.84141944804855,1
Janka Magu,186.82964437824336,1
Márie Krššákovej,186.81932579011163,1
Széchenyi István utca,186.72130325901418,1
Na Prieložku,186.5971582965936,1
A. Mišúta,186.59314260440357,1
Hledíkova,186.58092413251663,2
Pri Červenom kríži,186.37450861033466,1
Na Prosniská,186.14233037681487,1
Mariánska dolina,186.08467271071513,2
Kálmána Mikszátha,186.05732826867083,1
MUDr. Pribulu,185.97068516374742,1
M. Jankoľu,185.9470312928611,1
Ferienčíkova,185.9200457155585,2
Strečková,185.91879147889833,1
Fabiniova,185.84157778701902,1
Kemi,185.76035936595775,2
Námestie Dr. Gašpara Radošínskeho,185.66173160936347,2
Bástya utca,185.6186737962059,1
Do Chmelína,185.49756132904946,1
Mlynská cesta,185.48007692797506,1
Rutilová,185.44907977652065,2
Ferka Nádaždyho,185.41831951769194,2
Borovicová I.,185.40442222792083,1
Štefana Náhalku,185.3825516744094,2
J. Farkasa,185.37172536018028,1
Na Festunku,185.347953076273,1
Ady Endre út,185.24507369023752,1
MUDr. Straku,185.2032490563069,1
Polkoráby,184.86796912905922,1
Sochorova,184.78376839808595,1
Jonášovská,184.75915362164312,2
Imelová,184.40490125713777,1
Nad Kostolom,184.30965693113436,1
Dobó utca,184.26712269795982,1
Burianova,184.2058950495785,2
Ladzianskeho,184.00926082660013,1
Titváňska,183.89791015519054,1
Námestie Alberta Molnára,183.84653303669091,2
Kolíňanská,183.80689165455118,1
Boorova,183.78004948946645,1
Pred kamenné,183.70028844023798,2
Framborská,183.66844653150767,3
Chodník slávy,183.60118118129415,4
Hlučínska,183.5652038369382,2
Dr. Jána Greša,183.5443929764161,1
Námornícka,183.5406010923814,3
J. Černáka,183.4973445700923,1
Lúčičky,183.43610536936816,2
Skrytá,183.3153393004299,3
kopanec,183.20077968036796,2
Milana Antala,183.18934775269415,2
Tvrdošínska,183.16643726121129,1
Za Riekou,183.1450580267272,1
Malé Leštiny,183.1364264476647,1
Svätého Vendelína,183.03312786014467,1
Slnečná II,182.86067873735013,1
Vincenta Šikulu,182.85600538911078,1
Čaklovská,182.82741421714198,5
Na Pekárkach,182.82411560901315,2
Valentiniánova,182.7710159591622,1
Na Zápletí,182.7093034363247,1
Pri Mlyne,182.67313420379526,1
Roľníckeho povstania,182.5796405425366,1
Zúgov,182.56736414867123,1
Kálmána Thalyho,182.54005429155887,1
Pod briežkom,182.50672201066774,1
Mikuláša Kováča,182.49331201302945,1
Mjr. Samojlenku,182.43673874955633,1
S. Chalúpku,182.43534146183327,1
Polná,182.2770345080267,1
Údenárska,182.26602571864518,1
Smrekova,182.1916170736257,1
Rebríčková,182.18784993588233,1
Cesta ku koňom,182.16698432860568,1
Žadíkovo,182.16101796670642,1
Zelené údolie,182.14871736745596,2
Nad kaštieľom,182.14277369165293,1
J. Rotaridesa,182.13765571572773,2
Nad vŕškami,182.06530495773944,1
D. Štubňu,182.02654010083563,1
Líšková osada,181.92038685652116,1
Kapustnícka cesta,181.84025389522674,1
Žellova,181.63411018979278,2
Pod Dielami,181.61701346212453,1
Smolnícka,181.4294201958896,1
Ciglédka,181.36348642568106,1
Jána Mila,181.26536876482982,1
S. Mečiara,181.21840815323296,1
Ulička svätého Jána,181.12933468054126,2
Alexeja Duchoňa,181.0054798430958,2
Hamarka,180.99479254522424,1
Hallonova,180.94904598710835,2
Š. Hulína,180.93690664738975,1
Pri bráne,180.8031909374778,1
Vo výmoli,180.54672948190708,1
Чеська вулиця,180.51176599377644,2
Jána Buriana,180.3475675559991,2
Nová Bellova,180.25594070965488,1
Eliáša Lániho,180.25118549910707,1
Cigaňákova,180.2103925648035,1
Kútová,180.14120010063888,1
Pod Zvoničkou,180.10487381275067,1
Jozefa Lettricha,180.0854955061858,1
Viliama Galvánka,179.92578784692876,1
Veľké lúky,179.91177746654543,1
Dr. D. Úradníčka,179.89042386487463,2
F. Palackého,179.7594157641948,3
Kossuth tér,179.75795287751671,1
J. Horňáka,179.68911000195112,1
Nosákova,179.64831282677164,1
Jakubíkova,179.5868052015208,2
K Bezodnému,179.28520399000067,1
Kavcova,179.27844763256766,1
Pod Lipinami,179.2047425257602,2
Za dedinou,179.20035552285566,1
Košárska,179.1315411431751,2
Križinova,179.10280242847176,1
Trail Muflón,179.04071955632799,2
Orechový sad,178.9629544212868,1
Hellova,178.9010580112029,3
Liesková alej,178.85899767420062,1
Prechodná,178.69898548954345,1
Medzi cesty,178.65404678622087,1
Na Kope VI,178.55787475434641,1
Kapsohradská,178.40770152224377,1
Treskoňova,178.18517495221244,4
Prúty,178.17322794224955,1
Veštíkova,178.1725753105739,2
Pod Priehradou,178.0689503240186,1
SPTŠ,178.05591364224387,2
Cisárska bašta,178.03174052274187,2
Kubíková,177.99053312904508,1
Malý Závoz,177.97473712849632,1
Stará ulička,177.89075778435765,1
Centrálka,177.79188105093613,1
Pod bránou,177.7521059812103,1
Pavla Suržina,177.73515906528382,1
Miksova,177.54158326526266,2
Júliusa Barča Ivana,177.50136863263336,1
Pri lesoparku,177.24044196353475,2
Na Roličkách,177.19928431454224,1
Námestie 9. mája,177.190759075609,1
Clementisová,177.06817625432183,1
V. Clementisa,177.04807541084892,1
Duk. hrdinov,177.02226228881068,1
Jesienková,176.98631658343982,1
K. Kalocsaya,176.68454932885663,5
Žiharecká,176.658454593227,1
Kiss utca,176.54979972465026,1
Hlbiny,176.33005145991018,1
Slovienska,176.29252680651783,1
Pod Lipovou,176.27922998510158,1
F. Fegyvernekiho,176.2568884174649,1
Veľký Blbotník,176.23925506260383,1
Sudovského,176.16297840768806,1
Úhrady,176.13966623285265,1
Záhradkárska osada Zelený raj,176.11481954110255,1
Námestie Čsl. Arm.,176.07107233500753,1
Kania,175.96184754970344,1
Malý Ostrov,175.94719525640164,1
Langov dvor,175.68093549475304,1
Pri veži,175.5722050885649,1
Kristenovej,175.55402982377697,1
Slnková,175.24425995168758,4
Pod Babkou,175.17423828396244,1
Bohatierska,175.16407226719932,1
A. Bednára,175.16017685437367,3
Milana Šimečku,175.0772498087628,3
Vrbky,175.06333992173302,1
Andreja Plávku,174.9497811378014,2
Šebestova,174.89263516983561,2
Drevosklad,174.87027438291798,1
Heškovská,174.8590818214898,1
Rešetkova,174.83665732778073,1
Buznova,174.805166813654,1
Cisárka,174.7911886643368,1
Nákupná,174.7690024107204,1
Sitnianskeho,174.736547744427,1
Dadanova,174.55555724634755,1
Bagoly köz,174.4436224408114,1
Jánoš,174.42666189889096,1
Pekárova,174.3345615377879,1
Školský dvor,174.3241422931772,1
Domiciánova,174.26181199653297,1
Prof. Jána Kňazovického,174.16314952506215,1
Gagarina,174.0982591723944,1
Mikuláša Šprinca,174.0517348580061,3
Jabloňový sad,173.99446076697592,1
Záhrada Máriássiovcov,173.60882642381415,1
Cesta siedmich vojvodcov,173.5938752206612,1
Vozová,173.56005867611162,3
Malá Dolnosecká,173.51812218516932,1
Diana utca,173.46716840577827,2
Št. Polkorába,173.43087156277954,1
Kazinczyho,173.36979136842086,1
Františka Schmuckera,173.35033416364692,1
Osada Jur,173.29658799574574,1
Na piesky,173.26182825436575,1
Ku bani,173.22811344951037,1
Károlya Szladitsa,172.9527628507739,1
Hamuliakova,172.89806232814982,2
Rudolfa Mocka,172.89096138962407,1
Námestie P. O. Hviezdoslava,172.87066766544172,1
Korýtková,172.83952530629716,1
Kinčoš,172.7540967668306,1
Hadová,172.7261054912563,1
Dr. Ľudovíta Bazovského,172.66929149397717,1
Pri včelárikoch,172.59755149861803,2
Ďuranova,172.47078814076394,1
Pod Jamami,172.41023986390306,1
Námestie Istvána Dobóa,172.32699747380565,3
Karlovarská,172.26291355263186,1
Katovná,171.907898507695,1
Orlická,171.80019170077944,1
Dozsova,171.76349377543048,1
Ruttkaya Nedeckého,171.62239942026957,2
Záhrbie,171.61549108009524,1
Na Šarinke,171.5578499002205,2
Táliky,171.55424430504527,3
Do Políka,171.54685452367795,1
Park,171.52982767207018,1
Lhenická,171.52607610129715,2
Podkamenná,171.45215588924046,1
Bošácka,171.41346332208397,1
Miklošicova,171.38917116514645,1
Borovského,171.26159949892508,1
Dubový vŕšok,171.25454361654846,1
Hauptstraße,171.226240953341,1
Lipňová,171.17007456245162,1
Suchohradská,171.0234563872609,2
Kupecká,170.98068391594958,1
Laučekova,170.93198711609153,2
Bebrava,170.87196892495518,3
Plašovská,170.79743525072905,1
Hlavátková,170.66199410774618,1
Bodocká,170.66106418689867,1
Csermelyova,170.613774862968,1
Gabriela Kapyho,170.5857378544517,1
Magistrát mesta Košice,170.5751523836987,5
Skorocelová,170.53830771194757,1
K farskej pivnici,170.51636748060815,1
Brehová,170.505708707728,1
Špitálky,170.49880784765375,1
Medzinárodného dňa detí,170.3952909941331,1
Podkonická,170.35167529393976,2
Jána Reka,170.22045006190444,4
Na Kracinách,170.20631317841162,1
Pri Čiernom lese,170.17293035798838,1
M. Nandrássyho,170.16899050874343,1
Hájles,170.14814517345562,2
Terasa Zlobivej,170.09351217398128,1
Svätojurská,170.07204227159082,1
Jozefa Málika,169.98186711864193,1
Včielok,169.93382015661723,1
Maginova,169.87054850273626,1
Batkova,169.8546315083368,1
Vikárska,169.85221697914872,1
Námestie Alexandra Dubčeka,169.75862217013872,2
Š. Šmálika,169.69791633627688,1
Svätoplukovo námestie,169.677234303735,2
Na Slatinkách,169.6521332170077,1
Štefana Hlavatého,169.61031959784071,2
Kotasova,169.5810151271456,1
Remenárska,169.54244852720217,1
Madách utca,169.4390928543574,1
Blankytná,169.20411568622092,1
Kaplnková,169.18022910136395,1
Koháryho rad,169.13271654858895,1
Ruženínová,169.11848532411648,1
Obchodný rad,169.0935828673282,1
Podrákošská,168.9111222922498,2
Nižnanského,168.84724047393473,1
Hrabník,168.83541144387402,1
Pod Lipie,168.81298436149336,2
Petrovská,168.80856141415182,1
Jonáša Záborského,168.73119102859602,1
Ryľkova,168.32731772077406,1
Námestie Panny Márie,168.19101089247346,3
Kopečná,168.16996265648456,2
K mostu,168.1527566157041,3
J. Jesenia,168.0988010351445,1
Emila Pauloviča,168.09010103078222,1
Olléová,168.02651652157982,1
Malý Blbotník,168.02423222196637,1
J. Hašku,168.00304202477787,9
J. Okáľa,167.96025127371658,1
Hóstád,167.55473886500468,1
Kozmálova,167.4231417561422,1
Haulíkova,167.40016756347129,1
Alžbety Gwerkovej Göllnerovej,167.3427908378771,1
Sv. Proroka Eliáša,167.29843498706904,1
Čierný Les,167.18306534241015,1
Prosnie,167.13334246519366,1
Dráhová,167.12021620026007,1
D. Krmana,167.10555136961517,1
F. Kazinczyho,167.0555305540351,1
Kopaniny,166.98886251530587,1
Urbánka,166.9437550139772,1
Štefánska,166.9130441316825,1
Rakšianská,166.88947416043126,1
Sekulská,166.80677443825232,2
Námestie sv. Urbana,166.6679904436494,4
Pažitný mlyn,166.65557938593872,1
Za Luhami,166.61637075264696,1
Jozefa Vavroviča,166.53141331457357,1
Jaššov dvor,166.47955419703405,1
Mrazničná,166.44634811908995,1
Solúnska,166.37828786673265,1
Trafoweg,166.35731876105606,1
Jakuba Grajchmana,166.31835166763733,1
Za sokolovňou,166.29875073449884,1
J. Bodeneka,166.20557016310872,1
Modrý chodník,166.1768917780565,1
Park garbiarov,166.09614458879926,2
Veľký Závoz,166.02182992837993,2
Na Katruši,166.003597714074,1
Grébova,165.78995912579643,1
Viniferová,165.7092462695182,1
Ku potoku,165.6788117727008,1
Lisztova,165.57486717129032,1
Brančíkova,165.52801641824925,1
Hitschova,165.51892798073922,2
Máriahuta,165.44944939673144,1
Júliusa Lenka,165.42690184551554,1
Šaldova,165.3024044436079,1
Lehockého,165.28434261240028,2
Pri Vyšnej hati,165.16280241820158,1
Kráľovská ulica,165.13651875268832,1
Skautov,165.10191207588835,1
J. Melichera,164.99965328600862,1
Kamenný Chodníček,164.96812852412273,1
Olšová,164.92053791382327,1
Baratoky,164.90859344652978,1
Chatárska,164.90594967626296,1
stará značka,164.87510058845862,1
Kušnierska brána,164.85485788518048,2
Samuela Rotha,164.729138246145,1
Juhász Gyula utca,164.66083080127524,1
Ambrušova,164.6068821072377,2
Lisztgasse 2. Gasse,164.5119899208449,1
Ku škôlke,164.4282156162514,1
Námestie Š. N. Hýroša,164.38511577348652,1
Skalníková,164.35153503905624,2
Beöthyho,164.33614355145124,2
M. Oláha,164.32656681247312,2
Pod vežami,164.24403056527936,2
Izabely Textorisovej,164.09015706723608,2
Gymnaziálny priechod,164.0206067849893,2
Na kopcoch,163.6352753113887,2
Holubyho námestie,163.62014016359356,1
Malá kamenná,163.47795703508785,1
Roveň II,163.41824193207677,1
Kyjevské námestie,163.32109970505522,3
Úboč,163.32023169693895,2
Rodinné domky,163.28523430179547,1
Zábojského,163.21533803115992,1
Forgáchova bašta,163.1767642926164,4
Na kalváriu,163.16471843144393,1
Gotická cesta,163.15728236080406,1
Leštinská,163.11846125134224,1
Námestie Ľudovíta Štúra,163.07237953062273,7
Ferenca Kulcsára,163.04426128493483,1
Jaskyňová,163.02348407474216,1
Augustína Murína,162.99249702658264,1
Námestie László Kovácsa,162.91960884036502,1
Kováčova vila,162.9177707881708,1
Malá Mičurínska,162.8701543245501,1
Okály,162.8028074531382,1
Malá Kakava,162.79798199772034,1
Šarloty Zičiovej,162.78331733858323,1
Dolný mlyn,162.6854714342948,1
Cserfa utca,162.6564531952561,1
Bukovinová,162.65597654765054,1
Templom tér,162.571551076468,1
Jurigova,162.39520388936722,1
S. Kollára,162.34585929907757,2
Gr. I. Széchenyiho,162.22949612592458,1
Na nádvorí,162.17249199420405,2
Letanovský Mlyn,162.15151288198254,1
